SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,Power (mW ),Sum
141,DC:A6:32:33:AA:47,2020-07-09 16:18:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
142,DC:A6:32:33:AA:47,2020-07-09 16:18:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
143,DC:A6:32:33:AA:47,2020-07-09 16:18:55,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
144,DC:A6:32:33:AA:47,2020-07-09 16:18:55,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
145,DC:A6:32:33:AA:47,2020-07-09 16:18:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
146,DC:A6:32:33:AA:47,2020-07-09 16:18:59,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
147,DC:A6:32:33:AA:47,2020-07-09 16:19:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
148,DC:A6:32:33:AA:47,2020-07-09 16:19:02,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
149,DC:A6:32:33:AA:47,2020-07-09 16:19:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
150,DC:A6:32:33:AA:47,2020-07-09 16:19:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-51,0.000007943282347,
151,DC:A6:32:33:AA:47,2020-07-09 16:19:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
152,DC:A6:32:33:AA:47,2020-07-09 16:19:07,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-51,0.000007943282347,
153,DC:A6:32:33:AA:47,2020-07-09 16:19:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
154,DC:A6:32:33:AA:47,2020-07-09 16:19:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
155,DC:A6:32:33:AA:47,2020-07-09 16:19:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
156,DC:A6:32:33:AA:47,2020-07-09 16:19:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
157,DC:A6:32:33:AA:47,2020-07-09 16:19:16,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
158,DC:A6:32:33:AA:47,2020-07-09 16:19:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
159,DC:A6:32:33:AA:47,2020-07-09 16:19:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
160,DC:A6:32:33:AA:47,2020-07-09 16:19:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
161,DC:A6:32:33:AA:47,2020-07-09 16:19:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
162,DC:A6:32:33:AA:47,2020-07-09 16:19:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
163,DC:A6:32:33:AA:47,2020-07-09 16:19:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
164,DC:A6:32:33:AA:47,2020-07-09 16:19:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
165,DC:A6:32:33:AA:47,2020-07-09 16:19:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
166,DC:A6:32:33:AA:47,2020-07-09 16:19:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
167,DC:A6:32:33:AA:47,2020-07-09 16:19:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
168,DC:A6:32:33:AA:47,2020-07-09 16:19:28,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
169,DC:A6:32:33:AA:47,2020-07-09 16:19:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
170,DC:A6:32:33:AA:47,2020-07-09 16:19:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-43,0.00005011872336,
171,DC:A6:32:33:AA:47,2020-07-09 16:19:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
172,DC:A6:32:33:AA:47,2020-07-09 16:19:34,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
173,DC:A6:32:33:AA:47,2020-07-09 16:19:36,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
174,DC:A6:32:33:AA:47,2020-07-09 16:19:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
175,DC:A6:32:33:AA:47,2020-07-09 16:19:38,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-43,0.00005011872336,
176,DC:A6:32:33:AA:47,2020-07-09 16:19:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
177,DC:A6:32:33:AA:47,2020-07-09 16:19:40,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
178,DC:A6:32:33:AA:47,2020-07-09 16:19:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
179,DC:A6:32:33:AA:47,2020-07-09 16:19:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
180,DC:A6:32:33:AA:47,2020-07-09 16:19:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
181,DC:A6:32:33:AA:47,2020-07-09 16:19:46,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
182,DC:A6:32:33:AA:47,2020-07-09 16:19:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-41,0.00007943282347,
183,DC:A6:32:33:AA:47,2020-07-09 16:19:48,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
184,DC:A6:32:33:AA:47,2020-07-09 16:19:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
185,DC:A6:32:33:AA:47,2020-07-09 16:19:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
186,DC:A6:32:33:AA:47,2020-07-09 16:19:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
187,DC:A6:32:33:AA:47,2020-07-09 16:19:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
188,DC:A6:32:33:AA:47,2020-07-09 16:19:55,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
189,DC:A6:32:33:AA:47,2020-07-09 16:19:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
190,DC:A6:32:33:AA:47,2020-07-09 16:19:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
191,DC:A6:32:33:AA:47,2020-07-09 16:20:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
192,DC:A6:32:33:AA:47,2020-07-09 16:20:02,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-41,0.00007943282347,
193,DC:A6:32:33:AA:47,2020-07-09 16:20:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
194,DC:A6:32:33:AA:47,2020-07-09 16:20:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
195,DC:A6:32:33:AA:47,2020-07-09 16:20:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
196,DC:A6:32:33:AA:47,2020-07-09 16:20:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
197,DC:A6:32:33:AA:47,2020-07-09 16:20:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
198,DC:A6:32:33:AA:47,2020-07-09 16:20:13,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-45,0.0000316227766,
199,DC:A6:32:33:AA:47,2020-07-09 16:20:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
200,DC:A6:32:33:AA:47,2020-07-09 16:20:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
201,DC:A6:32:33:AA:47,2020-07-09 16:20:19,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-41,0.00007943282347,
202,DC:A6:32:33:AA:47,2020-07-09 16:20:21,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
203,DC:A6:32:33:AA:47,2020-07-09 16:20:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
204,DC:A6:32:33:AA:47,2020-07-09 16:20:23,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
205,DC:A6:32:33:AA:47,2020-07-09 16:20:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
206,DC:A6:32:33:AA:47,2020-07-09 16:20:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
207,DC:A6:32:33:AA:47,2020-07-09 16:20:26,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
208,DC:A6:32:33:AA:47,2020-07-09 16:20:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
209,DC:A6:32:33:AA:47,2020-07-09 16:20:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
210,DC:A6:32:33:AA:47,2020-07-09 16:20:30,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
211,DC:A6:32:33:AA:47,2020-07-09 16:20:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
212,DC:A6:32:33:AA:47,2020-07-09 16:20:32,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
213,DC:A6:32:33:AA:47,2020-07-09 16:20:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
214,DC:A6:32:33:AA:47,2020-07-09 16:20:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
215,DC:A6:32:33:AA:47,2020-07-09 16:20:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
216,DC:A6:32:33:AA:47,2020-07-09 16:20:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
217,DC:A6:32:33:AA:47,2020-07-09 16:20:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
218,DC:A6:32:33:AA:47,2020-07-09 16:20:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
219,DC:A6:32:33:AA:47,2020-07-09 16:20:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
220,DC:A6:32:33:AA:47,2020-07-09 16:20:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
221,DC:A6:32:33:AA:47,2020-07-09 16:20:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
222,DC:A6:32:33:AA:47,2020-07-09 16:20:44,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
223,DC:A6:32:33:AA:47,2020-07-09 16:20:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
224,DC:A6:32:33:AA:47,2020-07-09 16:20:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
225,DC:A6:32:33:AA:47,2020-07-09 16:20:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
226,DC:A6:32:33:AA:47,2020-07-09 16:20:50,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
227,DC:A6:32:33:AA:47,2020-07-09 16:20:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
228,DC:A6:32:33:AA:47,2020-07-09 16:20:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
229,DC:A6:32:33:AA:47,2020-07-09 16:20:53,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-41,0.00007943282347,
230,DC:A6:32:33:AA:47,2020-07-09 16:20:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
231,DC:A6:32:33:AA:47,2020-07-09 16:20:55,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
232,DC:A6:32:33:AA:47,2020-07-09 16:20:57,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
233,DC:A6:32:33:AA:47,2020-07-09 16:20:59,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
234,DC:A6:32:33:AA:47,2020-07-09 16:21:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
235,DC:A6:32:33:AA:47,2020-07-09 16:21:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
236,DC:A6:32:33:AA:47,2020-07-09 16:21:02,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
237,DC:A6:32:33:AA:47,2020-07-09 16:21:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
238,DC:A6:32:33:AA:47,2020-07-09 16:21:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
239,DC:A6:32:33:AA:47,2020-07-09 16:21:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
240,DC:A6:32:33:AA:47,2020-07-09 16:21:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
241,DC:A6:32:33:AA:47,2020-07-09 16:21:08,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
242,DC:A6:32:33:AA:47,2020-07-09 16:21:09,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
243,DC:A6:32:33:AA:47,2020-07-09 16:21:11,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-54,0.000003981071706,
244,DC:A6:32:33:AA:47,2020-07-09 16:21:12,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
245,DC:A6:32:33:AA:47,2020-07-09 16:21:14,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
246,DC:A6:32:33:AA:47,2020-07-09 16:21:15,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
247,DC:A6:32:33:AA:47,2020-07-09 16:21:17,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
248,DC:A6:32:33:AA:47,2020-07-09 16:21:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
249,DC:A6:32:33:AA:47,2020-07-09 16:21:18,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-52,0.000006309573445,
250,DC:A6:32:33:AA:47,2020-07-09 16:21:20,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
251,DC:A6:32:33:AA:47,2020-07-09 16:21:22,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
252,DC:A6:32:33:AA:47,2020-07-09 16:21:24,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
253,DC:A6:32:33:AA:47,2020-07-09 16:21:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
254,DC:A6:32:33:AA:47,2020-07-09 16:21:25,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
255,DC:A6:32:33:AA:47,2020-07-09 16:21:27,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
256,DC:A6:32:33:AA:47,2020-07-09 16:21:29,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
257,DC:A6:32:33:AA:47,2020-07-09 16:21:31,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
258,DC:A6:32:33:AA:47,2020-07-09 16:21:33,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
259,DC:A6:32:33:AA:47,2020-07-09 16:21:35,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
260,DC:A6:32:33:AA:47,2020-07-09 16:21:37,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
261,DC:A6:32:33:AA:47,2020-07-09 16:21:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
262,DC:A6:32:33:AA:47,2020-07-09 16:21:39,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
263,DC:A6:32:33:AA:47,2020-07-09 16:21:41,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
264,DC:A6:32:33:AA:47,2020-07-09 16:21:42,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
265,DC:A6:32:33:AA:47,2020-07-09 16:21:43,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
266,DC:A6:32:33:AA:47,2020-07-09 16:21:45,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
267,DC:A6:32:33:AA:47,2020-07-09 16:21:47,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
268,DC:A6:32:33:AA:47,2020-07-09 16:21:49,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-44,0.00003981071706,
269,DC:A6:32:33:AA:47,2020-07-09 16:21:51,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
270,DC:A6:32:33:AA:47,2020-07-09 16:21:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
271,DC:A6:32:33:AA:47,2020-07-09 16:21:52,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
272,DC:A6:32:33:AA:47,2020-07-09 16:21:54,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
273,DC:A6:32:33:AA:47,2020-07-09 16:21:56,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
274,DC:A6:32:33:AA:47,2020-07-09 16:21:58,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
275,DC:A6:32:33:AA:47,2020-07-09 16:22:00,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
276,DC:A6:32:33:AA:47,2020-07-09 16:22:01,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
277,DC:A6:32:33:AA:47,2020-07-09 16:22:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
278,DC:A6:32:33:AA:47,2020-07-09 16:22:03,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
279,DC:A6:32:33:AA:47,2020-07-09 16:22:04,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
280,DC:A6:32:33:AA:47,2020-07-09 16:22:05,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-42,0.00006309573445,
281,DC:A6:32:33:AA:47,2020-07-09 16:22:06,6a4f71d8-c22a-11ea-9878-dca63233aa46,1,1,1,-53,0.000005011872336,
