SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,POWER ( mW),Sum
0,DC:A6:32:33:AA:47,2020-07-07 17:17:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,0.002778897221
1,DC:A6:32:33:AA:47,2020-07-07 17:17:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
2,DC:A6:32:33:AA:47,2020-07-07 17:17:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
3,DC:A6:32:33:AA:47,2020-07-07 17:17:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
4,DC:A6:32:33:AA:47,2020-07-07 17:17:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
5,DC:A6:32:33:AA:47,2020-07-07 17:17:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
6,DC:A6:32:33:AA:47,2020-07-07 17:17:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
7,DC:A6:32:33:AA:47,2020-07-07 17:17:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
8,DC:A6:32:33:AA:47,2020-07-07 17:17:32,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
9,DC:A6:32:33:AA:47,2020-07-07 17:17:32,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
10,DC:A6:32:33:AA:47,2020-07-07 17:17:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
11,DC:A6:32:33:AA:47,2020-07-07 17:17:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
12,DC:A6:32:33:AA:47,2020-07-07 17:17:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
13,DC:A6:32:33:AA:47,2020-07-07 17:17:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
14,DC:A6:32:33:AA:47,2020-07-07 17:17:38,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
15,DC:A6:32:33:AA:47,2020-07-07 17:17:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
16,DC:A6:32:33:AA:47,2020-07-07 17:17:40,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
17,DC:A6:32:33:AA:47,2020-07-07 17:17:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
18,DC:A6:32:33:AA:47,2020-07-07 17:17:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
19,DC:A6:32:33:AA:47,2020-07-07 17:17:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
20,DC:A6:32:33:AA:47,2020-07-07 17:17:46,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
21,DC:A6:32:33:AA:47,2020-07-07 17:17:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
22,DC:A6:32:33:AA:47,2020-07-07 17:17:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
23,DC:A6:32:33:AA:47,2020-07-07 17:17:51,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
24,DC:A6:32:33:AA:47,2020-07-07 17:17:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
25,DC:A6:32:33:AA:47,2020-07-07 17:17:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
26,DC:A6:32:33:AA:47,2020-07-07 17:17:54,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
27,DC:A6:32:33:AA:47,2020-07-07 17:17:55,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
28,DC:A6:32:33:AA:47,2020-07-07 17:17:56,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
29,DC:A6:32:33:AA:47,2020-07-07 17:17:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
30,DC:A6:32:33:AA:47,2020-07-07 17:17:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
31,DC:A6:32:33:AA:47,2020-07-07 17:18:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
32,DC:A6:32:33:AA:47,2020-07-07 17:18:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
33,DC:A6:32:33:AA:47,2020-07-07 17:18:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
34,DC:A6:32:33:AA:47,2020-07-07 17:18:04,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
35,DC:A6:32:33:AA:47,2020-07-07 17:18:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
36,DC:A6:32:33:AA:47,2020-07-07 17:18:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
37,DC:A6:32:33:AA:47,2020-07-07 17:18:08,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
38,DC:A6:32:33:AA:47,2020-07-07 17:18:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
39,DC:A6:32:33:AA:47,2020-07-07 17:18:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
40,DC:A6:32:33:AA:47,2020-07-07 17:18:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
41,DC:A6:32:33:AA:47,2020-07-07 17:18:12,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
42,DC:A6:32:33:AA:47,2020-07-07 17:18:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
43,DC:A6:32:33:AA:47,2020-07-07 17:18:14,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
44,DC:A6:32:33:AA:47,2020-07-07 17:18:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
45,DC:A6:32:33:AA:47,2020-07-07 17:18:17,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
46,DC:A6:32:33:AA:47,2020-07-07 17:18:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
47,DC:A6:32:33:AA:47,2020-07-07 17:18:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
48,DC:A6:32:33:AA:47,2020-07-07 17:18:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
49,DC:A6:32:33:AA:47,2020-07-07 17:18:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
50,DC:A6:32:33:AA:47,2020-07-07 17:18:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
51,DC:A6:32:33:AA:47,2020-07-07 17:18:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
52,DC:A6:32:33:AA:47,2020-07-07 17:18:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
53,DC:A6:32:33:AA:47,2020-07-07 17:18:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
54,DC:A6:32:33:AA:47,2020-07-07 17:18:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
55,DC:A6:32:33:AA:47,2020-07-07 17:18:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
56,DC:A6:32:33:AA:47,2020-07-07 17:18:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
57,DC:A6:32:33:AA:47,2020-07-07 17:18:31,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
58,DC:A6:32:33:AA:47,2020-07-07 17:18:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-54,0.000003981071706,
59,DC:A6:32:33:AA:47,2020-07-07 17:18:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
60,DC:A6:32:33:AA:47,2020-07-07 17:18:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
61,DC:A6:32:33:AA:47,2020-07-07 17:18:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
62,DC:A6:32:33:AA:47,2020-07-07 17:18:36,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
63,DC:A6:32:33:AA:47,2020-07-07 17:18:38,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
64,DC:A6:32:33:AA:47,2020-07-07 17:18:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
65,DC:A6:32:33:AA:47,2020-07-07 17:18:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
66,DC:A6:32:33:AA:47,2020-07-07 17:18:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
67,DC:A6:32:33:AA:47,2020-07-07 17:18:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
68,DC:A6:32:33:AA:47,2020-07-07 17:18:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
69,DC:A6:32:33:AA:47,2020-07-07 17:18:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
70,DC:A6:32:33:AA:47,2020-07-07 17:18:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
71,DC:A6:32:33:AA:47,2020-07-07 17:18:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
72,DC:A6:32:33:AA:47,2020-07-07 17:18:51,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
73,DC:A6:32:33:AA:47,2020-07-07 17:18:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
74,DC:A6:32:33:AA:47,2020-07-07 17:18:54,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
75,DC:A6:32:33:AA:47,2020-07-07 17:18:55,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
76,DC:A6:32:33:AA:47,2020-07-07 17:18:56,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-48,0.00001584893192,
77,DC:A6:32:33:AA:47,2020-07-07 17:18:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
78,DC:A6:32:33:AA:47,2020-07-07 17:18:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
79,DC:A6:32:33:AA:47,2020-07-07 17:19:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
80,DC:A6:32:33:AA:47,2020-07-07 17:19:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
81,DC:A6:32:33:AA:47,2020-07-07 17:19:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
82,DC:A6:32:33:AA:47,2020-07-07 17:19:04,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
83,DC:A6:32:33:AA:47,2020-07-07 17:19:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
84,DC:A6:32:33:AA:47,2020-07-07 17:19:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
85,DC:A6:32:33:AA:47,2020-07-07 17:19:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
86,DC:A6:32:33:AA:47,2020-07-07 17:19:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
87,DC:A6:32:33:AA:47,2020-07-07 17:19:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
88,DC:A6:32:33:AA:47,2020-07-07 17:19:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
89,DC:A6:32:33:AA:47,2020-07-07 17:19:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
90,DC:A6:32:33:AA:47,2020-07-07 17:19:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
91,DC:A6:32:33:AA:47,2020-07-07 17:19:17,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
92,DC:A6:32:33:AA:47,2020-07-07 17:19:19,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
93,DC:A6:32:33:AA:47,2020-07-07 17:19:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
94,DC:A6:32:33:AA:47,2020-07-07 17:19:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
95,DC:A6:32:33:AA:47,2020-07-07 17:19:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
96,DC:A6:32:33:AA:47,2020-07-07 17:19:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
97,DC:A6:32:33:AA:47,2020-07-07 17:19:24,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
98,DC:A6:32:33:AA:47,2020-07-07 17:19:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
99,DC:A6:32:33:AA:47,2020-07-07 17:19:26,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
100,DC:A6:32:33:AA:47,2020-07-07 17:19:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
101,DC:A6:32:33:AA:47,2020-07-07 17:19:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
102,DC:A6:32:33:AA:47,2020-07-07 17:19:31,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
103,DC:A6:32:33:AA:47,2020-07-07 17:19:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
104,DC:A6:32:33:AA:47,2020-07-07 17:19:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
105,DC:A6:32:33:AA:47,2020-07-07 17:19:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
106,DC:A6:32:33:AA:47,2020-07-07 17:19:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
107,DC:A6:32:33:AA:47,2020-07-07 17:19:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
108,DC:A6:32:33:AA:47,2020-07-07 17:19:38,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
109,DC:A6:32:33:AA:47,2020-07-07 17:19:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
110,DC:A6:32:33:AA:47,2020-07-07 17:19:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
111,DC:A6:32:33:AA:47,2020-07-07 17:19:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
112,DC:A6:32:33:AA:47,2020-07-07 17:19:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
113,DC:A6:32:33:AA:47,2020-07-07 17:19:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
114,DC:A6:32:33:AA:47,2020-07-07 17:19:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
115,DC:A6:32:33:AA:47,2020-07-07 17:19:51,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
116,DC:A6:32:33:AA:47,2020-07-07 17:19:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
117,DC:A6:32:33:AA:47,2020-07-07 17:19:55,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
118,DC:A6:32:33:AA:47,2020-07-07 17:19:57,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
119,DC:A6:32:33:AA:47,2020-07-07 17:19:57,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
120,DC:A6:32:33:AA:47,2020-07-07 17:19:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
121,DC:A6:32:33:AA:47,2020-07-07 17:20:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
122,DC:A6:32:33:AA:47,2020-07-07 17:20:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
123,DC:A6:32:33:AA:47,2020-07-07 17:20:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
124,DC:A6:32:33:AA:47,2020-07-07 17:20:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
125,DC:A6:32:33:AA:47,2020-07-07 17:20:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
126,DC:A6:32:33:AA:47,2020-07-07 17:20:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
127,DC:A6:32:33:AA:47,2020-07-07 17:20:08,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
128,DC:A6:32:33:AA:47,2020-07-07 17:20:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-59,0.000001258925412,
129,DC:A6:32:33:AA:47,2020-07-07 17:20:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
130,DC:A6:32:33:AA:47,2020-07-07 17:20:12,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
131,DC:A6:32:33:AA:47,2020-07-07 17:20:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
132,DC:A6:32:33:AA:47,2020-07-07 17:20:14,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-59,0.000001258925412,
133,DC:A6:32:33:AA:47,2020-07-07 17:20:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
134,DC:A6:32:33:AA:47,2020-07-07 17:20:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-59,0.000001258925412,
135,DC:A6:32:33:AA:47,2020-07-07 17:20:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
136,DC:A6:32:33:AA:47,2020-07-07 17:20:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
137,DC:A6:32:33:AA:47,2020-07-07 17:20:19,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
138,DC:A6:32:33:AA:47,2020-07-07 17:20:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
139,DC:A6:32:33:AA:47,2020-07-07 17:20:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
140,DC:A6:32:33:AA:47,2020-07-07 17:20:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
141,DC:A6:32:33:AA:47,2020-07-07 17:20:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
142,DC:A6:32:33:AA:47,2020-07-07 17:20:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
143,DC:A6:32:33:AA:47,2020-07-07 17:20:26,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
144,DC:A6:32:33:AA:47,2020-07-07 17:20:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
145,DC:A6:32:33:AA:47,2020-07-07 17:20:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
146,DC:A6:32:33:AA:47,2020-07-07 17:20:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
147,DC:A6:32:33:AA:47,2020-07-07 17:20:32,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
148,DC:A6:32:33:AA:47,2020-07-07 17:20:34,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-59,0.000001258925412,
