SCAN,ADDRESS,TIMESTAMP,UUID,MAJOR,MINOR,TX POWER,RSSI,POWER ( mW),Sum
297,DC:A6:32:33:AA:47,2020-07-07 17:23:57,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
298,DC:A6:32:33:AA:47,2020-07-07 17:23:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
299,DC:A6:32:33:AA:47,2020-07-07 17:24:00,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
300,DC:A6:32:33:AA:47,2020-07-07 17:24:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
301,DC:A6:32:33:AA:47,2020-07-07 17:24:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
302,DC:A6:32:33:AA:47,2020-07-07 17:24:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
303,DC:A6:32:33:AA:47,2020-07-07 17:24:04,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
304,DC:A6:32:33:AA:47,2020-07-07 17:24:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
305,DC:A6:32:33:AA:47,2020-07-07 17:24:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
306,DC:A6:32:33:AA:47,2020-07-07 17:24:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
307,DC:A6:32:33:AA:47,2020-07-07 17:24:08,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
308,DC:A6:32:33:AA:47,2020-07-07 17:24:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
309,DC:A6:32:33:AA:47,2020-07-07 17:24:12,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
310,DC:A6:32:33:AA:47,2020-07-07 17:24:14,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
311,DC:A6:32:33:AA:47,2020-07-07 17:24:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
312,DC:A6:32:33:AA:47,2020-07-07 17:24:17,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
313,DC:A6:32:33:AA:47,2020-07-07 17:24:17,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
314,DC:A6:32:33:AA:47,2020-07-07 17:24:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
315,DC:A6:32:33:AA:47,2020-07-07 17:24:19,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
316,DC:A6:32:33:AA:47,2020-07-07 17:24:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
317,DC:A6:32:33:AA:47,2020-07-07 17:24:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
318,DC:A6:32:33:AA:47,2020-07-07 17:24:24,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
319,DC:A6:32:33:AA:47,2020-07-07 17:24:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
320,DC:A6:32:33:AA:47,2020-07-07 17:24:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
321,DC:A6:32:33:AA:47,2020-07-07 17:24:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
322,DC:A6:32:33:AA:47,2020-07-07 17:24:31,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
323,DC:A6:32:33:AA:47,2020-07-07 17:24:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
324,DC:A6:32:33:AA:47,2020-07-07 17:24:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
325,DC:A6:32:33:AA:47,2020-07-07 17:24:36,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
326,DC:A6:32:33:AA:47,2020-07-07 17:24:38,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
327,DC:A6:32:33:AA:47,2020-07-07 17:24:38,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
328,DC:A6:32:33:AA:47,2020-07-07 17:24:40,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-58,0.000001584893192,
329,DC:A6:32:33:AA:47,2020-07-07 17:24:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
330,DC:A6:32:33:AA:47,2020-07-07 17:24:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
331,DC:A6:32:33:AA:47,2020-07-07 17:24:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
332,DC:A6:32:33:AA:47,2020-07-07 17:24:46,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
333,DC:A6:32:33:AA:47,2020-07-07 17:24:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
334,DC:A6:32:33:AA:47,2020-07-07 17:24:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
335,DC:A6:32:33:AA:47,2020-07-07 17:24:51,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
336,DC:A6:32:33:AA:47,2020-07-07 17:24:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
337,DC:A6:32:33:AA:47,2020-07-07 17:24:54,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
338,DC:A6:32:33:AA:47,2020-07-07 17:24:56,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
339,DC:A6:32:33:AA:47,2020-07-07 17:24:56,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
340,DC:A6:32:33:AA:47,2020-07-07 17:24:57,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
341,DC:A6:32:33:AA:47,2020-07-07 17:24:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
342,DC:A6:32:33:AA:47,2020-07-07 17:25:00,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
343,DC:A6:32:33:AA:47,2020-07-07 17:25:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
344,DC:A6:32:33:AA:47,2020-07-07 17:25:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
345,DC:A6:32:33:AA:47,2020-07-07 17:25:04,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
346,DC:A6:32:33:AA:47,2020-07-07 17:25:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
347,DC:A6:32:33:AA:47,2020-07-07 17:25:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
348,DC:A6:32:33:AA:47,2020-07-07 17:25:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
349,DC:A6:32:33:AA:47,2020-07-07 17:25:08,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
350,DC:A6:32:33:AA:47,2020-07-07 17:25:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
351,DC:A6:32:33:AA:47,2020-07-07 17:25:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
352,DC:A6:32:33:AA:47,2020-07-07 17:25:12,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
353,DC:A6:32:33:AA:47,2020-07-07 17:25:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
354,DC:A6:32:33:AA:47,2020-07-07 17:25:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
355,DC:A6:32:33:AA:47,2020-07-07 17:25:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
356,DC:A6:32:33:AA:47,2020-07-07 17:25:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
357,DC:A6:32:33:AA:47,2020-07-07 17:25:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
358,DC:A6:32:33:AA:47,2020-07-07 17:25:21,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
359,DC:A6:32:33:AA:47,2020-07-07 17:25:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
360,DC:A6:32:33:AA:47,2020-07-07 17:25:23,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
361,DC:A6:32:33:AA:47,2020-07-07 17:25:24,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
362,DC:A6:32:33:AA:47,2020-07-07 17:25:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
363,DC:A6:32:33:AA:47,2020-07-07 17:25:26,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
364,DC:A6:32:33:AA:47,2020-07-07 17:25:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
365,DC:A6:32:33:AA:47,2020-07-07 17:25:29,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-53,0.000005011872336,
366,DC:A6:32:33:AA:47,2020-07-07 17:25:31,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
367,DC:A6:32:33:AA:47,2020-07-07 17:25:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
368,DC:A6:32:33:AA:47,2020-07-07 17:25:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
369,DC:A6:32:33:AA:47,2020-07-07 17:25:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
370,DC:A6:32:33:AA:47,2020-07-07 17:25:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
371,DC:A6:32:33:AA:47,2020-07-07 17:25:40,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
372,DC:A6:32:33:AA:47,2020-07-07 17:25:40,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
373,DC:A6:32:33:AA:47,2020-07-07 17:25:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
374,DC:A6:32:33:AA:47,2020-07-07 17:25:42,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
375,DC:A6:32:33:AA:47,2020-07-07 17:25:44,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
376,DC:A6:32:33:AA:47,2020-07-07 17:25:46,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
377,DC:A6:32:33:AA:47,2020-07-07 17:25:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
378,DC:A6:32:33:AA:47,2020-07-07 17:25:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
379,DC:A6:32:33:AA:47,2020-07-07 17:25:48,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
380,DC:A6:32:33:AA:47,2020-07-07 17:25:50,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
381,DC:A6:32:33:AA:47,2020-07-07 17:25:52,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
382,DC:A6:32:33:AA:47,2020-07-07 17:25:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
383,DC:A6:32:33:AA:47,2020-07-07 17:25:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
384,DC:A6:32:33:AA:47,2020-07-07 17:25:55,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
385,DC:A6:32:33:AA:47,2020-07-07 17:25:57,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
386,DC:A6:32:33:AA:47,2020-07-07 17:25:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
387,DC:A6:32:33:AA:47,2020-07-07 17:26:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
388,DC:A6:32:33:AA:47,2020-07-07 17:26:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
389,DC:A6:32:33:AA:47,2020-07-07 17:26:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
390,DC:A6:32:33:AA:47,2020-07-07 17:26:04,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
391,DC:A6:32:33:AA:47,2020-07-07 17:26:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
392,DC:A6:32:33:AA:47,2020-07-07 17:26:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
393,DC:A6:32:33:AA:47,2020-07-07 17:26:09,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
394,DC:A6:32:33:AA:47,2020-07-07 17:26:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
395,DC:A6:32:33:AA:47,2020-07-07 17:26:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
396,DC:A6:32:33:AA:47,2020-07-07 17:26:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
397,DC:A6:32:33:AA:47,2020-07-07 17:26:15,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
398,DC:A6:32:33:AA:47,2020-07-07 17:26:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
399,DC:A6:32:33:AA:47,2020-07-07 17:26:17,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
400,DC:A6:32:33:AA:47,2020-07-07 17:26:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
401,DC:A6:32:33:AA:47,2020-07-07 17:26:19,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
402,DC:A6:32:33:AA:47,2020-07-07 17:26:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
403,DC:A6:32:33:AA:47,2020-07-07 17:26:22,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
404,DC:A6:32:33:AA:47,2020-07-07 17:26:24,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
405,DC:A6:32:33:AA:47,2020-07-07 17:26:25,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
406,DC:A6:32:33:AA:47,2020-07-07 17:26:26,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
407,DC:A6:32:33:AA:47,2020-07-07 17:26:27,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
408,DC:A6:32:33:AA:47,2020-07-07 17:26:28,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
409,DC:A6:32:33:AA:47,2020-07-07 17:26:30,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
410,DC:A6:32:33:AA:47,2020-07-07 17:26:31,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
411,DC:A6:32:33:AA:47,2020-07-07 17:26:33,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
412,DC:A6:32:33:AA:47,2020-07-07 17:26:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
413,DC:A6:32:33:AA:47,2020-07-07 17:26:35,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
414,DC:A6:32:33:AA:47,2020-07-07 17:26:37,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
415,DC:A6:32:33:AA:47,2020-07-07 17:26:39,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
416,DC:A6:32:33:AA:47,2020-07-07 17:26:41,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
417,DC:A6:32:33:AA:47,2020-07-07 17:26:43,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
418,DC:A6:32:33:AA:47,2020-07-07 17:26:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-56,0.000002511886432,
419,DC:A6:32:33:AA:47,2020-07-07 17:26:45,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
420,DC:A6:32:33:AA:47,2020-07-07 17:26:47,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
421,DC:A6:32:33:AA:47,2020-07-07 17:26:49,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
422,DC:A6:32:33:AA:47,2020-07-07 17:26:50,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
423,DC:A6:32:33:AA:47,2020-07-07 17:26:52,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
424,DC:A6:32:33:AA:47,2020-07-07 17:26:53,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
425,DC:A6:32:33:AA:47,2020-07-07 17:26:55,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
426,DC:A6:32:33:AA:47,2020-07-07 17:26:56,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
427,DC:A6:32:33:AA:47,2020-07-07 17:26:58,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
428,DC:A6:32:33:AA:47,2020-07-07 17:26:59,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
429,DC:A6:32:33:AA:47,2020-07-07 17:27:00,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
430,DC:A6:32:33:AA:47,2020-07-07 17:27:01,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
431,DC:A6:32:33:AA:47,2020-07-07 17:27:02,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
432,DC:A6:32:33:AA:47,2020-07-07 17:27:03,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
433,DC:A6:32:33:AA:47,2020-07-07 17:27:05,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,
434,DC:A6:32:33:AA:47,2020-07-07 17:27:06,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-52,0.000006309573445,
435,DC:A6:32:33:AA:47,2020-07-07 17:27:07,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
436,DC:A6:32:33:AA:47,2020-07-07 17:27:08,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
437,DC:A6:32:33:AA:47,2020-07-07 17:27:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
438,DC:A6:32:33:AA:47,2020-07-07 17:27:10,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
439,DC:A6:32:33:AA:47,2020-07-07 17:27:11,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
440,DC:A6:32:33:AA:47,2020-07-07 17:27:13,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-50,0.00001,
441,DC:A6:32:33:AA:47,2020-07-07 17:27:14,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-57,0.000001995262315,
442,DC:A6:32:33:AA:47,2020-07-07 17:27:16,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
443,DC:A6:32:33:AA:47,2020-07-07 17:27:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
444,DC:A6:32:33:AA:47,2020-07-07 17:27:18,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-51,0.000007943282347,
445,DC:A6:32:33:AA:47,2020-07-07 17:27:20,60e18ef4-c0b0-11ea-a891-dca63233aa46,1,1,1,-55,0.00000316227766,