SCAN,6ft,5ft,4ft,3ft,2ft,1ft,6ft(log),5ft(log),4ft(log),3ft(log),2ft(log),1ft(log)
116,0.0007744665483,0.0005986392806,0.006578826785,0.00005034891658,0.02638259425,0.04526213464,-31.10997336,-32.2283479,-21.81851548,-42.9800987,-15.78682502,-13.44264968
117,0.0007815550717,0.0006012804324,0.006629118815,0.00004195879495,0.02655775121,0.04563303822,-31.07040414,-32.20922929,-21.78544197,-43.77176993,-15.75808702,-13.40720615
118,0.0007872559631,0.0006042931814,0.006698015309,0.00004661579842,0.02673290817,0.0459345927,-31.03884041,-32.18752306,-21.74053864,-43.31466873,-15.72953793,-13.3786013
119,0.0007927369321,0.0006076063548,0.006726809065,0.00003034202252,0.02693385965,0.04634755312,-31.00870908,-32.16377693,-21.72190899,-45.17955474,-15.69701407,-13.33973189
120,0.0008003578691,0.0006131360523,0.006765797748,0.00003613674193,0.02706627154,0.04674046304,-30.96715781,-32.12443147,-21.69680989,-44.42051006,-15.67571565,-13.3030699
121,0.000804742225,0.0006236271102,0.006804038853,0.00005419051546,0.02739154638,0.04706794258,-30.94343211,-32.05075014,-21.67233215,-42.66076718,-15.62383449,-13.27274785
122,0.0008167799399,0.0006264632081,0.006868006328,0.00001673540495,0.02756670334,0.04757369087,-30.87894937,-32.0310443,-21.63169313,-47.76363774,-15.59615167,-13.22633154
123,0.0008245659107,0.0006305985198,0.006916178849,0.00001668202485,0.02785457112,0.04812502887,-30.83774624,-32.00247053,-21.60133785,-47.77751236,-15.55103524,-13.17628997
124,0.0008312344458,0.0006401365987,0.006950461404,0.000029429675,0.02800654108,0.04855743955,-30.80276468,-31.93727342,-21.57986364,-45.31214534,-15.52740525,-13.13744222
125,0.0008375509378,0.0006432697263,0.006998899448,0.00004195879495,0.02822053128,0.04873596306,-30.76988771,-31.91606887,-21.54970246,-43.77176993,-15.49434814,-13.12150448
126,0.0008448300106,0.0006464248031,0.007076692099,0.00001924433054,0.02842148275,0.04907420535,-30.73230667,-31.89481988,-21.501697,-47.15697192,-15.46353269,-13.09146724
127,0.0008502757625,0.0006480183214,0.007132162637,0.00003999356602,0.02869749317,0.04967085491,-30.70440201,-31.88412715,-21.46778762,-43.9800987,-15.42156039,-13.03898365
128,0.0008567123026,0.000649505374,0.00725161176,0.0000187252501,0.02897484444,0.05001596242,-30.67164996,-31.87417251,-21.39565455,-47.27572373,-15.37978887,-13.0089137
129,0.0008628860334,0.0006541026947,0.007276924999,0.000005324792654,0.02917061741,0.05046494666,-30.6404656,-31.84354062,-21.38052101,-52.73697299,-15.35054379,-12.97010181
130,0.0008680057342,0.0006580560504,0.007358943734,0.00005008568896,0.02929133144,0.05083840632,-30.61477406,-31.81737113,-21.33184518,-43.00286348,-15.33260887,-12.93808072
131,0.000875546383,0.0006631768358,0.007447068867,0.00001680260651,0.02949362377,0.05127848866,-30.57720842,-31.78370652,-21.2801463,-47.74623343,-15.30271864,-12.90064783
132,0.0008821228819,0.0006678096301,0.007477375915,0.00004543237288,0.02960504586,0.05172832998,-30.54470912,-31.75347323,-21.26250785,-43.4263458,-15.28634262,-12.86271542
133,0.0008877623694,0.0006742491388,0.007562549419,0.00002917013478,0.02978020282,0.05213445092,-30.51703268,-31.711796,-21.21331774,-45.35061564,-15.26072349,-12.82875196
134,0.000894310618,0.0006847577438,0.007605246075,0.00004242449529,0.02997597579,0.05252018286,-30.48511613,-31.64463048,-21.18886729,-43.72383316,-15.23226671,-12.7967377
135,0.0008999054334,0.0006898811227,0.00765052935,0.00004187231832,0.03011659507,0.05285252441,-30.45803126,-31.61225739,-21.16308514,-43.78072993,-15.2119413,-12.76934265
136,0.0009063416655,0.000691020726,0.00769137202,0.00003726678739,0.0304056442,0.05305272762,-30.42708055,-31.60508927,-21.13996182,-44.28678044,-15.17045791,-12.75292283
137,0.0009146012966,0.0006964652953,0.007723533054,0.00003752632761,0.0307426169,0.05344706997,-30.38768187,-31.57100519,-21.1218399,-44.25663934,-15.12259167,-12.72076098
138,0.0009220725378,0.0007009756671,0.007748846293,0.00003793196476,0.03087502879,0.05378577978,-30.35234912,-31.54297057,-21.10762954,-44.20994662,-15.10392629,-12.69332531
139,0.0009302026548,0.000704825698,0.007824570436,0.00002410749415,0.03100092134,0.05416801689,-30.31422425,-31.5191827,-21.06539496,-46.1784793,-15.08625399,-12.66257064
140,0.0009372664671,0.0007086285575,0.007845428124,0.00003336143791,0.03127693175,0.05449330502,-30.28136921,-31.4958135,-21.05383352,-44.76755239,-15.04775858,-12.63656851
141,0.0009428516658,0.0007140329357,0.007886823998,0.00003546472635,0.03156080238,0.05470578051,-30.25556627,-31.46281755,-21.03097851,-44.50203387,-15.00851964,-12.61966781
142,0.0009493802094,0.0007179944988,0.007926365885,0.0000398621896,0.03176175385,0.05486708321,-30.22559826,-31.43878883,-21.00925884,-43.9943885,-14.98095524,-12.60688127
143,0.0009583101094,0.0007244340074,0.008041777117,0.00003382713826,0.03204428363,0.05526970932,-30.1849393,-31.40001171,-20.94647968,-44.70734742,-14.94249433,-12.57512819
144,0.0009653223859,0.000732539526,0.008142461612,0.00004422655633,0.03240187234,0.05580447377,-30.15327622,-31.35168937,-20.8924428,-43.54316875,-14.89429893,-12.53330983
145,0.0009715323279,0.0007371922255,0.008183038759,0.00004708149877,0.03259764531,0.05627977348,-30.12542744,-31.32419254,-20.87085392,-43.2714972,-14.8681377,-12.49647659
146,0.000978693698,0.0007384376809,0.008270949371,0.00003043780394,0.03272353785,0.05649996342,-30.09353208,-31.3168615,-20.82444638,-45.16586685,-14.85139749,-12.47951833
147,0.0009860223112,0.0007439950019,0.0082986698,0.00001694156508,0.03293100869,0.05695182436,-30.06113258,-31.28429982,-20.80991515,-47.71046472,-14.82394966,-12.44492359
148,0.0009928978353,0.0007513859788,0.008335286386,0.0000285583375,0.03320701911,0.05740946149,-30.03095436,-31.24136913,-20.79079474,-45.44267078,-14.78770108,-12.41016527
149,0.0009988724193,0.0007563376463,0.008412864515,0.00004708149877,0.03347545222,0.05765960304,-30.00489978,-31.21284282,-20.75056105,-43.2714972,-14.75273547,-12.39128352
150,0.001005880652,0.0007605762828,0.008505418872,0.00002253710761,0.03366230705,0.05787751133,-29.97453545,-31.18857221,-20.70304294,-46.47101822,-14.72856123,-12.37490151
151,0.001012209675,0.0007634574271,0.008614535513,0.0000553095278,0.03393831746,0.05822755795,-29.94729516,-31.17215176,-20.64768134,-42.57200049,-14.69309692,-12.34871424
152,0.001019985737,0.0007683651814,0.008655592704,0.00003113446465,0.03417309586,0.05891418246,-29.91405901,-31.14432323,-20.62703188,-45.06758597,-14.66315675,-12.29780145
153,0.001026571378,0.0007722160453,0.008706069434,0.00004988321623,0.03442849026,0.05937725238,-29.88610849,-31.12261179,-20.60177874,-43.02045553,-14.63082021,-12.26379903
154,0.00103289425,0.0007757080369,0.008756361464,0.00005584332875,0.0345543828,0.05991667822,-29.8594414,-31.10301709,-20.57676319,-42.53028702,-14.6149686,-12.22452272
155,0.001040230199,0.0007793096478,0.008843558707,0.00003203191543,0.0347891612,0.06043582246,-29.82870542,-31.08289947,-20.53372937,-44.94417091,-14.58556042,-12.18705563
156,0.001045572773,0.0007847134549,0.008873880701,0.00001708766201,0.03492157309,0.0608419434,-29.80645734,-31.05288901,-20.51886414,-47.67317355,-14.56906201,-12.15796922
157,0.001052669878,0.0007877045298,0.008911798069,0.00004199956196,0.03505398499,0.06134675296,-29.77707804,-31.03636657,-20.50034663,-43.76755239,-14.55262604,-12.12208419
158,0.001059122563,0.00078861246,0.00892846774,0.00005241051784,0.03523432046,0.0615383715,-29.7505378,-31.03136365,-20.49223066,-42.80581549,-14.530341,-12.10854001
159,0.001064799358,0.0007922852996,0.009033128829,0.00004216495507,0.03544179129,0.06180330192,-29.72732219,-31.01118402,-20.44161796,-43.75048358,-14.50484336,-12.08988322
160,0.001074005588,0.0007932676997,0.009129311423,0.00002390133402,0.03570370505,0.06221391692,-29.68993459,-31.00580229,-20.39561978,-46.21577859,-14.47286714,-12.06112455
161,0.001081911854,0.0007949262015,0.009195517158,0.00005454021971,0.03589707923,0.0625622534,-29.65808121,-30.99673188,-20.36423841,-42.63283117,-14.44940886,-12.03687617
162,0.001089892473,0.0007975409287,0.009262559666,0.00004608199747,0.03609803071,0.0629728684,-29.62616347,-30.9824702,-20.33268981,-43.36468704,-14.4251649,-12.00846524
163,0.001096405502,0.0008032187908,0.009329851663,0.00004608199747,0.03628488553,0.06331530413,-29.60028794,-30.9516614,-20.30125261,-43.36468704,-14.40274243,-11.98491303
164,0.001103333603,0.0008088072268,0.009415908288,0.00004312960741,0.03648583701,0.06363824683,-29.57293155,-30.92154977,-20.2613778,-43.65224495,-14.37875686,-11.96281793
165,0.001109478102,0.0008167360669,0.009453825656,0.00004216495507,0.03667921119,0.06415610894,-29.54881265,-30.87918266,-20.24392411,-43.75048358,-14.35580013,-11.92761984
166,0.001118272975,0.000824393012,0.009485986691,0.00003956955285,0.03691398959,0.06450521682,-29.5145217,-30.83865698,-20.22917489,-44.02638857,-14.32809015,-11.90405161
167,0.001123925186,0.0008294496985,0.009541805588,0.000038102685,0.03711494107,0.06479956713,-29.49262597,-30.81209946,-20.20369436,-44.1904442,-14.30451225,-11.88427895
168,0.001130601586,0.0008374000796,0.009570811853,0.00003819150498,0.03724083361,0.06520400366,-29.4669041,-30.77067002,-20.19051221,-44.18033227,-14.28980606,-11.85725737
169,0.001138546903,0.0008392428444,0.009601118901,0.00004052736698,0.03737976486,0.06546667889,-29.43649074,-30.76112353,-20.17678152,-43.92251611,-14.27363435,-11.8397969
170,0.001144136086,0.0008449587736,0.009645330861,0.00003491254938,0.03759375505,0.06564854922,-29.41522317,-30.7316448,-20.1568287,-44.57018437,-14.24884293,-11.82774867
171,0.001150775415,0.0008490305097,0.009693027489,0.00004728781401,0.03780122589,0.06593386864,-29.39009425,-30.71076703,-20.13540556,-43.25250762,-14.22494116,-11.80891441
172,0.001156851381,0.000852936694,0.009742018737,0.00004292344728,0.03807857715,0.06635038765,-29.36722431,-30.69083202,-20.11351039,-43.67305406,-14.19319288,-11.78156535
173,0.001164637351,0.0008575425802,0.009807222204,0.00005801379764,0.03832879305,0.06667426909,-29.33809286,-30.66744306,-20.08453985,-42.36468704,-14.16474856,-11.76041737
174,0.001174003025,0.0008631165457,0.009867970121,0.00005239214182,0.03850912852,0.06691431646,-29.30330784,-30.63930558,-20.05772174,-42.80733847,-14.1443631,-11.74480954
175,0.001181461408,0.0008726577684,0.009962175324,0.00004016428626,0.03870902205,0.06751763817,-29.2758046,-30.59156041,-20.01645819,-43.96159946,-14.12187801,-11.70582758
176,0.001189327741,0.0008745338109,0.01006190739,0.00002783309693,0.03906072149,0.06785447377,-29.24698451,-30.58223395,-19.97319684,-45.55438468,-14.08259739,-11.68421513
177,0.001196047222,0.0008779458858,0.01018154471,0.00005008937635,0.03931611589,0.06819053797,-29.22251673,-30.56532252,-19.92186327,-43.00254376,-14.05429393,-11.66275883
178,0.001201732991,0.0008886629943,0.01027075611,0.00001668202485,0.03951706737,0.06869913724,-29.20192016,-30.51262904,-19.88397583,-47.77751236,-14.03215293,-11.63048717
179,0.001208289905,0.0008937965181,0.01030237888,0.00004971945742,0.03971801885,0.06895611827,-29.17828853,-30.48761342,-19.87062483,-43.03473619,-14.01012422,-11.61427194
180,0.001214056712,0.0008982473067,0.0104576654,0.0000382664438,0.0400484722,0.06929482809,-29.15761026,-30.46604076,-19.80565258,-44.17181896,-13.97414047,-11.59299178
181,0.001221893702,0.0009038885364,0.01048483262,0.00004912472402,0.04024942368,0.06955180912,-29.12966574,-30.43885122,-19.79438498,-43.08699876,-13.95240334,-11.57691569
182,0.001227601684,0.0009088688354,0.01051829444,0.00003110051473,0.04045037516,0.07004528514,-29.10942524,-30.41498788,-19.78054676,-45.07232423,-13.93077446,-11.54621092
183,0.001234556665,0.0009122408064,0.01054416088,0.00003905888593,0.04058930641,0.07032333706,-29.08488972,-30.39890505,-19.76987976,-44.08280148,-13.9158837,-11.52900529
184,0.001241232515,0.0009158350149,0.01058815832,0.00004032804506,0.04077616123,0.07062593354,-29.06146856,-30.38182756,-19.75179574,-43.9439283,-13.89593662,-11.51035799
185,0.00124791884,0.0009187950312,0.01061532555,0.00004888355981,0.04111313393,0.07109428637,-29.03813659,-30.36781362,-19.74066682,-43.10837175,-13.86019417,-11.48165301
186,0.001254027395,0.0009212946784,0.01069692662,0.00004258896824,0.04145010663,0.07133758844,-29.01692976,-30.35601437,-19.70740983,-43.70702881,-13.82474348,-11.46681576
187,0.001260239198,0.0009246563169,0.01074591787,0.00002104639158,0.04165757746,0.07157622912,-28.99547016,-30.34019659,-19.68756483,-46.76822354,-13.80305989,-11.45231185
188,0.00126504436,0.0009297796958,0.01078383524,0.00001642248463,0.04179650872,0.0721357063,-28.97894245,-30.31619942,-19.67226756,-47.84561136,-13.78859994,-11.41849712
189,0.001269408635,0.0009304753669,0.01082597869,0.00004661579842,0.04201049891,0.07239923003,-28.96398552,-30.3129512,-19.65532832,-43.31466873,-13.76642161,-11.40266053
190,0.001276092905,0.0009350281012,0.01088487262,0.00003806028368,0.04228133082,0.07262308184,-28.94117706,-30.29175337,-19.63176649,-44.19527979,-13.73851352,-11.38925325
191,0.001282450444,0.0009385088993,0.01091833444,0.00003566420338,0.04249532101,0.07288257947,-28.91959408,-30.27561605,-19.61843607,-44.47767472,-13.71658886,-11.37376265
192,0.001289491506,0.0009445771269,0.01097155177,0.00002627975245,0.04263425226,0.07330955735,-28.89581514,-30.24762575,-19.59731943,-45.8037873,-13.70241349,-11.34839403
193,0.00129559555,0.0009487201829,0.01103551924,0.00004163115411,0.04288206937,0.07388671387,-28.87530552,-30.2286186,-19.57207228,-43.80581549,-13.67724265,-11.31433648
194,0.001303117608,0.0009561866349,0.01111124339,0.00005378172749,0.04313746377,0.07437701228,-28.85016387,-30.19457331,-19.54237339,-42.69365252,-13.65145392,-11.28561271
195,0.001308764186,0.0009625502882,0.01116783001,0.00002803925706,0.04348853313,0.07470300803,-28.83138598,-30.16576572,-19.52031205,-45.52233498,-13.61625241,-11.2666191
196,0.001315465605,0.0009711185689,0.01124432188,0.0000382664438,0.04362094502,0.07535556457,-28.80920503,-30.12727742,-19.49066731,-44.17181896,-13.6030493,-11.22884672
197,0.001322916866,0.000977015621,0.01129461391,0.00002870443443,0.04399174464,0.07601756285,-28.78467447,-30.10098493,-19.4712861,-45.42051006,-13.56628814,-11.19086058
198,0.001330210514,0.0009889562971,0.01134175117,0.00003336143791,0.04413719525,0.07630878301,-28.76079624,-30.048229,-19.45319885,-44.76755239,-13.55195268,-11.17425473
199,0.001337082639,0.000994150164,0.01138471536,0.00002870443443,0.04441320566,0.07677519787,-28.7384175,-30.02548012,-19.43677823,-45.42051006,-13.52487879,-11.14779056
200,0.001344592685,0.0009973937509,0.01142762654,0.00002338225358,0.04475017836,0.07700622766,-28.71409256,-30.01133357,-19.42043961,-46.31113634,-13.49205229,-11.13474151
201,0.00134966082,0.001002366446,0.01150390388,0.00004292344728,0.04502618878,0.07733222341,-28.69775359,-29.9897348,-19.39154756,-43.67305406,-13.46534812,-11.11639503
202,0.001357160687,0.001003632749,0.01155419591,0.0000398621896,0.04522714026,0.07759031435,-28.67368729,-29.98425176,-19.37260273,-43.9943885,-13.44600872,-11.10192489
203,0.001365934414,0.00100949283,0.01159689257,0.00002803925706,0.04551618939,0.07802721909,-28.64570153,-29.95896761,-19.35658366,-45.52233498,-13.41834104,-11.07753871
204,0.001372213819,0.001020539057,0.01166797297,0.00003965602948,0.04571714087,0.07833233215,-28.62578211,-29.9117037,-19.33004586,-44.01690771,-13.39920938,-11.06058943
205,0.001382608411,0.001023996135,0.01170589034,0.00002783309693,0.04607472958,0.07864933652,-28.59300805,-29.89701683,-19.31595549,-45.55438468,-13.36537205,-11.04304937
206,0.001390204864,0.00102773972,0.01177163206,0.00004179503614,0.04642579894,0.07912192985,-28.56921196,-29.88116859,-19.29163321,-43.78875295,-13.33240614,-11.01703128
207,0.001397526699,0.001030836312,0.01182453702,0.0000398621896,0.04670832871,0.07954256194,-28.54639886,-29.86810291,-19.27215855,-43.9943885,-13.30605672,-10.99400425
208,0.001404648236,0.001032383066,0.01187352827,0.00002058069123,0.04682904275,0.08020979994,-28.52432422,-29.86159128,-19.25420209,-46.86540043,-13.2948472,-10.95772567
209,0.001410710526,0.001038345376,0.01193250193,0.00006128121544,0.04700937821,0.08057976478,-28.50562093,-29.83658167,-19.23268487,-42.1267263,-13.27815493,-10.93774005
210,0.001416258987,0.001047266895,0.01196678449,0.00003089435461,0.04714179011,0.08113110278,-28.48857321,-29.79942625,-19.2202253,-45.10120873,-13.2659393,-10.90812621
211,0.001424567463,0.001055334105,0.01204601347,0.00001642248463,0.04734274159,0.08157139495,-28.46316979,-29.76610027,-19.19156656,-47.84561136,-13.24746596,-10.88462111
212,0.001434614131,0.001062986789,0.0120815968,0.0000235884137,0.04748167284,0.08194679258,-28.43264896,-29.73472133,-19.17875662,-46.27301264,-13.23473989,-10.8646804
213,0.001441192979,0.001064840464,0.01212374026,0.00004216495507,0.04768262432,0.08224438428,-28.41277862,-29.72715454,-19.16363377,-43.75048358,-13.2163985,-10.84893746
214,0.001446442949,0.001068718326,0.01215146068,0.00003949227067,0.04804021303,0.08255199307,-28.39698691,-29.71136743,-19.15371514,-44.03487895,-13.18395075,-10.83272437
215,0.001454391516,0.001074265232,0.0122241098,0.00004749397414,0.04837066638,0.08275729058,-28.37318668,-29.6888848,-19.12782758,-43.23361489,-13.15417929,-10.82193736
216,0.001460491966,0.0010751882,0.01224997624,0.00003054818265,0.04858465657,0.08342678079,-28.35500828,-29.68515511,-19.11864754,-45.15014621,-13.13500863,-10.78694514
217,0.001467548134,0.00108082541,0.01230026827,0.00004912472402,0.04886066699,0.08371082297,-28.33407645,-29.66244454,-19.10085416,-43.08699876,-13.11040609,-10.77218388
218,0.001474334447,0.00108216528,0.0123591622,0.00005474637983,0.04906813782,0.08399898151,-28.31403987,-29.65706404,-19.08010968,-42.61644594,-13.09200424,-10.7572598
219,0.001480324219,0.001084964621,0.0124170496,0.00003726678739,0.0492690893,0.0845604137,-28.29643155,-29.64584423,-19.05981584,-44.28678044,-13.07425465,-10.72832901
220,0.001488993709,0.001095134814,0.01252540988,0.000034999026,0.04959954265,0.08487745565,-28.27107137,-29.60532415,-19.02208053,-44.55944042,-13.04522328,-10.71207648
221,0.001494376667,0.001101718152,0.01260298801,0.00004645203961,0.04983432104,0.08516961455,-28.25539922,-29.57929495,-18.99526477,-43.32995212,-13.02471454,-10.69715318
222,0.001500181623,0.001105509646,0.01262652042,0.00004859092306,0.05002117586,0.08560202523,-28.23856159,-29.56437464,-18.98716315,-43.13444851,-13.00846103,-10.6751596
223,0.001505505727,0.001106700497,0.01267995228,0.00002553963625,0.05022212734,0.08603558532,-28.22317588,-29.55969895,-18.96882381,-45.92785292,-12.99104895,-10.65321882
224,0.001510732045,0.001111668317,0.01272209573,0.00004661579842,0.05047752175,0.08647598488,-28.20812559,-29.54024772,-18.95441341,-43.31466873,-12.96901975,-10.63104483
225,0.00151799103,0.001118716867,0.01280485237,0.00003177237521,0.05060993364,0.08693287635,-28.18730795,-29.51279814,-18.92625424,-44.97950317,-12.95764232,-10.60815951
226,0.001525018429,0.001123370614,0.01296122514,0.00003060156274,0.05088594406,0.08712590158,-28.16724908,-29.49476941,-18.87353946,-45.14256395,-12.93402164,-10.59852715
227,0.001532568213,0.001129149489,0.01306745495,0.00002766933812,0.0510934149,0.08739767149,-28.14580186,-29.47248558,-18.83808988,-45.5800123,-12.9163507,-10.58500138
228,0.001538766451,0.001134083968,0.01309776199,0.0000269092116,0.05129570722,0.08797936484,-28.12827291,-29.45354789,-18.82802906,-45.70099026,-12.89918978,-10.55619178
229,0.001545818251,0.001137291905,0.01314702078,0.00004728781401,0.051578237,0.08846423045,-28.10841569,-29.44128052,-18.81172651,-43.25250762,-12.87533507,-10.53232296
230,0.001554070845,0.001138450211,0.01319731281,0.00002084023146,0.05193582571,0.08880106606,-28.08529187,-29.43685958,-18.79514489,-46.81097462,-12.84532959,-10.5158182
231,0.00155953905,0.00114204442,0.01322269042,0.00002327187486,0.05226627905,0.08906599648,-28.07003746,-29.42317004,-18.7868017,-46.33168627,-12.81778417,-10.50288069
232,0.001565892139,0.001150224636,0.01327824379,0.00003060156274,0.05246723053,0.08938338183,-28.05238156,-29.39217335,-18.76859362,-45.14256395,-12.80111859,-10.48743218
233,0.001571189165,0.001156456372,0.01335062498,0.0000284982743,0.05272262494,0.08984419657,-28.03771524,-29.36870747,-18.74498403,-45.45181438,-12.78002975,-10.46509971
